Customer_ID,Count,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,trans_ID
6734-PSBAW,1,Q3,True,1,72,Offer A,True,1.86,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,23.55,1723.95,0.0,0.0,133.92,1857.87,4493
3930-ZGWVE,1,Q3,False,0,1,None,True,15.77,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,19.75,19.75,0.0,0.0,15.77,35.52,4494
2876-GZYZC,1,Q3,False,0,13,None,True,29.21,True,True,Fiber Optic,22.0,False,False,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,85.95,1215.65,0.0,0.0,379.73,1595.38,4495
8587-XYZSF,1,Q3,False,0,67,Offer A,True,32.58,False,True,DSL,8.0,False,False,False,True,False,False,False,True,Two Year,False,Bank Withdrawal,50.55,3260.1,0.0,0.0,2182.86,5442.96,4496
7799-LGRDP,1,Q3,False,0,43,None,True,25.53,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,25.7,1188.2,0.0,0.0,1097.79,2285.99,4497
7850-VWJUU,1,Q3,False,0,23,None,True,24.04,False,True,Fiber Optic,22.0,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,75.0,1778.5,0.0,0.0,552.92,2331.42,4498
3774-VBNXY,1,Q3,True,1,64,None,True,36.24,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.2,1277.75,0.0,0.0,2319.36,3597.11,4499
6217-KDYWC,1,Q3,False,0,57,None,True,5.71,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,19.6,1170.55,0.0,0.0,325.47,1496.02,4500
1095-WGNGG,1,Q3,True,2,61,None,True,17.49,True,True,Fiber Optic,21.0,False,True,False,False,True,True,True,True,Two Year,True,Bank Withdrawal,101.05,5971.25,0.0,0.0,1066.89,7038.14,4501
2636-SJDOU,1,Q3,False,0,64,None,True,30.27,True,True,Fiber Optic,12.0,True,True,False,False,False,False,False,True,One Year,True,Credit Card,84.3,5289.05,0.0,0.0,1937.28,7226.33,4502
5716-EZXZN,1,Q3,True,5,65,None,True,13.2,True,True,Fiber Optic,13.0,True,True,False,True,True,False,False,True,Two Year,True,Credit Card,99.05,6416.7,0.0,0.0,858.0,7274.7,4503
6837-BJYDQ,1,Q3,False,0,3,None,True,35.65,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,19.6,61.35,0.0,0.0,106.95,168.3,4504
6440-DKQGE,1,Q3,False,0,30,Offer C,True,27.88,False,True,Cable,6.0,False,True,True,False,True,False,False,False,One Year,False,Credit Card,64.5,1929.95,0.0,0.0,836.4,2766.35,4505
3466-BYAVD,1,Q3,True,1,15,None,True,8.44,False,True,Cable,21.0,False,True,True,True,False,True,True,True,Month-to-Month,True,Credit Card,69.5,1071.4,0.0,0.0,126.6,1198.0,4506
3780-YVMFA,1,Q3,True,1,8,None,True,29.94,False,True,Cable,17.0,False,False,False,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,68.55,564.35,0.0,0.0,239.52,803.87,4507
1679-JRFBR,1,Q3,True,4,70,Offer A,True,5.77,True,True,Fiber Optic,48.0,True,True,True,False,True,True,True,True,One Year,True,Credit Card,108.15,7930.55,0.0,0.0,403.9,8334.45,4508
9073-ZZIAY,1,Q3,True,2,62,None,True,43.2,False,True,DSL,23.0,True,True,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,86.1,5215.25,0.0,0.0,2678.4,7893.65,4509
3077-RSNTJ,1,Q3,True,9,6,None,True,5.52,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,19.7,113.5,0.0,0.0,33.12,146.62,4510
6551-GNYDG,1,Q3,True,7,14,None,True,40.22,False,True,Fiber Optic,19.0,False,False,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,80.9,1152.8,0.0,0.0,563.08,1715.88,4511
9167-APMXZ,1,Q3,False,0,22,None,True,19.2,True,True,Fiber Optic,41.0,False,False,False,False,True,False,False,False,Month-to-Month,True,Bank Withdrawal,84.15,1821.95,0.0,60.0,422.4,2304.35,4512
2749-CTKAJ,1,Q3,True,3,22,None,True,48.06,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,20.15,419.9,0.0,0.0,1057.32,1477.22,4513
6371-NZYEG,1,Q3,True,9,16,None,True,23.31,False,True,DSL,27.0,True,False,True,False,True,False,False,True,Two Year,False,Credit Card,64.25,1024.0,0.0,0.0,372.96,1396.96,4514
7554-NEWDD,1,Q3,False,0,10,None,True,32.1,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,25.7,251.6,0.0,0.0,321.0,572.6,4515
8992-VONJD,1,Q3,False,0,13,None,True,27.04,False,True,DSL,10.0,True,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,56.0,764.55,0.0,0.0,351.52,1116.07,4516
4482-EWFMI,1,Q3,False,0,2,None,True,15.67,False,True,Fiber Optic,8.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,69.7,135.2,0.0,0.0,31.34,166.54,4517
4648-YPBTM,1,Q3,False,0,53,None,True,6.54,True,True,DSL,4.0,False,True,True,True,False,True,True,True,Two Year,True,Bank Withdrawal,73.9,3958.25,0.0,0.0,346.62,4304.87,4518
2907-ILJBN,1,Q3,True,7,11,None,True,1.92,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,20.6,233.9,0.0,0.0,21.12,255.02,4519
6345-FZOQH,1,Q3,True,3,69,Offer A,True,30.86,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.9,1363.45,0.0,0.0,2129.34,3492.79,4520
5997-OPVFA,1,Q3,True,7,72,Offer A,True,6.05,True,True,Cable,30.0,True,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,89.05,6254.45,0.0,0.0,435.6,6690.05,4521
1159-WFSGR,1,Q3,True,3,16,Offer D,True,45.54,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,20.4,321.4,0.0,0.0,728.64,1050.04,4522
7654-YWJUF,1,Q3,True,6,43,None,True,15.2,False,True,Fiber Optic,21.0,True,False,True,True,False,False,False,True,One Year,True,Bank Withdrawal,84.25,3539.25,0.0,0.0,653.6,4192.85,4523
6727-IOTLZ,1,Q3,True,3,14,Offer D,True,5.17,False,True,Cable,25.0,False,True,True,True,True,True,True,True,Two Year,False,Credit Card,81.95,1181.75,0.0,0.0,72.38,1254.13,4524
5918-VUKWP,1,Q3,False,0,32,Offer C,True,35.97,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,20.55,654.55,0.0,0.0,1151.04,1805.59,4525
1744-JHKYS,1,Q3,True,5,34,Offer C,True,11.52,True,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,24.7,780.2,0.0,0.0,391.68,1171.88,4526
5947-SGKCL,1,Q3,True,6,15,Offer D,True,4.19,True,True,Fiber Optic,59.0,False,True,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,105.35,1559.25,0.0,0.0,62.85,1622.1,4527
3712-PKXZA,1,Q3,True,3,61,None,True,19.27,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,True,Credit Card,20.55,1252.0,0.0,0.0,1175.47,2427.47,4528
6582-OIVSP,1,Q3,False,0,1,None,True,47.36,False,True,Cable,41.0,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,45.3,45.3,0.0,0.0,47.36,92.66,4529
5524-KHNJP,1,Q3,True,7,33,Offer C,True,48.85,False,True,Cable,30.0,True,False,True,False,True,True,True,True,One Year,False,Credit Card,74.75,2453.3,0.0,0.0,1612.05,4065.35,4530
4827-USJHP,1,Q3,False,0,20,Offer D,True,3.94,False,True,DSL,18.0,False,True,False,False,False,False,False,True,Month-to-Month,True,Credit Card,51.8,1023.85,0.0,0.0,78.8,1102.65,4531
8167-GJLRN,1,Q3,False,0,3,None,False,0.0,False,True,DSL,59.0,False,False,False,True,False,False,False,True,Month-to-Month,False,Bank Withdrawal,30.4,82.15,0.0,0.0,0.0,82.15,4532
0956-SYCWG,1,Q3,False,0,13,Offer D,True,33.13,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,19.65,244.8,0.0,0.0,430.69,675.49,4533
8017-UVSZU,1,Q3,True,5,40,None,True,48.29,True,True,DSL,23.0,False,True,False,False,False,False,False,True,Month-to-Month,False,Credit Card,56.6,2379.1,0.0,0.0,1931.6,4310.7,4534
7100-FQPRV,1,Q3,True,5,43,Offer B,True,48.1,True,True,DSL,51.0,True,False,False,True,False,True,True,True,One Year,True,Credit Card,71.9,3173.35,0.0,0.0,2068.3,5241.65,4535
2984-RGEYA,1,Q3,True,9,69,Offer A,True,5.27,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,19.75,1375.4,0.0,0.0,363.63,1739.03,4536
9680-NIAUV,1,Q3,True,7,72,Offer A,True,18.66,True,True,Fiber Optic,3.0,True,True,True,False,True,True,True,True,Two Year,False,Credit Card,109.7,8129.3,0.0,0.0,1343.52,9472.82,4537
2146-EGVDT,1,Q3,True,3,59,Offer B,True,25.57,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.3,1192.7,0.0,0.0,1508.63,2701.33,4538
2604-IJPDU,1,Q3,False,0,20,Offer D,True,28.57,False,True,Fiber Optic,15.0,True,True,False,True,True,False,False,True,Month-to-Month,True,Bank Withdrawal,96.55,1901.65,0.0,0.0,571.4,2473.05,4539
9178-JHUVJ,1,Q3,True,1,24,Offer C,True,1.14,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,24.1,587.4,0.0,0.0,27.36,614.76,4540
6168-YBYNP,1,Q3,False,0,59,Offer B,True,48.12,True,True,Fiber Optic,51.0,False,True,True,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,111.35,6519.75,0.0,0.0,2839.08,9358.83,4541
7255-SSFBC,1,Q3,True,2,72,Offer A,True,11.66,True,True,Fiber Optic,28.0,False,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,112.25,8041.65,0.0,0.0,839.52,8881.17,4542
3645-DEYGF,1,Q3,False,0,1,None,True,7.57,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.75,20.75,0.0,0.0,7.57,28.32,4543
9323-HGFWY,1,Q3,False,0,27,Offer C,True,20.02,False,True,Fiber Optic,27.0,True,False,False,True,True,True,True,True,One Year,True,Credit Card,101.9,2681.15,0.0,0.0,540.54,3221.69,4544
8544-GOQSH,1,Q3,False,0,14,Offer D,True,1.69,False,True,Fiber Optic,21.0,False,True,False,True,False,False,False,True,Month-to-Month,True,Credit Card,80.05,1112.3,0.0,0.0,23.66,1135.96,4545
3363-DTIVD,1,Q3,True,3,71,Offer A,True,25.02,True,True,Fiber Optic,53.0,True,False,True,False,True,True,True,True,Two Year,False,Bank Withdrawal,105.55,7405.5,0.0,0.0,1776.42,9181.92,4546
7018-WBJNK,1,Q3,False,0,13,Offer D,True,31.93,False,True,Fiber Optic,22.0,False,False,False,False,True,False,False,False,Month-to-Month,True,Credit Card,78.3,1033.95,0.0,150.0,415.09,1599.04,4547
9142-KZXOP,1,Q3,False,0,44,Offer B,True,1.7,False,True,Fiber Optic,28.0,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,68.85,2958.95,0.0,0.0,74.8,3033.75,4548
7674-YTAFD,1,Q3,False,0,33,Offer C,True,42.29,False,True,Fiber Optic,13.0,False,True,False,True,False,False,False,True,One Year,True,Bank Withdrawal,79.95,2684.85,0.0,0.0,1395.57,4080.42,4549
6348-SNFUS,1,Q3,True,5,72,Offer A,False,0.0,False,True,Cable,47.0,True,True,True,True,False,True,True,True,Two Year,True,Credit Card,55.45,4179.2,0.0,0.0,0.0,4179.2,4550
1347-KTTTA,1,Q3,True,10,64,Offer B,True,40.49,False,True,Fiber Optic,69.0,False,True,True,True,True,True,True,True,One Year,True,Credit Card,102.45,6654.1,0.0,0.0,2591.36,9245.46,4551
4195-NZGTA,1,Q3,False,0,1,None,False,0.0,False,True,Cable,2.0,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,25.25,25.25,0.0,0.0,0.0,25.25,4552
7157-SMCFK,1,Q3,False,0,61,Offer B,True,15.02,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Mailed Check,19.75,1124.2,0.0,0.0,916.22,2040.42,4553
4709-LKHYG,1,Q3,True,6,29,Offer C,True,27.72,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,20.0,540.05,0.0,0.0,803.88,1343.93,4554
0699-NDKJM,1,Q3,True,1,57,Offer B,False,0.0,False,True,Cable,22.0,True,True,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,58.75,3437.45,0.0,0.0,0.0,3437.45,4555
9286-BHDQG,1,Q3,True,11,72,Offer A,False,0.0,False,True,DSL,17.0,True,True,True,True,False,False,False,True,Two Year,False,Credit Card,45.25,3139.8,0.0,0.0,0.0,3139.8,4556
0230-WEQUW,1,Q3,True,1,66,None,False,0.0,False,True,DSL,29.0,True,True,True,True,True,False,False,True,Two Year,True,Bank Withdrawal,56.6,3789.2,0.0,0.0,0.0,3789.2,4557
2040-LDIWQ,1,Q3,True,8,65,Offer B,True,41.57,True,True,DSL,16.0,False,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,84.2,5324.5,0.0,0.0,2702.05,8026.55,4558
6496-JDSSB,1,Q3,False,0,8,None,True,39.92,False,True,Fiber Optic,73.0,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,80.0,624.6,0.0,0.0,319.36,943.96,4559
4443-EMBNA,1,Q3,True,3,71,None,True,32.13,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,24.75,1836.9,0.0,0.0,2281.23,4118.13,4560
6469-MRVET,1,Q3,True,8,1,None,True,44.69,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,20.2,20.2,0.0,0.0,44.69,64.89,4561
5961-VUSRV,1,Q3,False,0,12,Offer D,True,16.72,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,19.35,219.35,0.0,0.0,200.64,419.99,4562
6778-JFCMK,1,Q3,False,0,24,Offer C,False,0.0,False,True,DSL,46.0,True,False,False,False,True,True,True,True,One Year,True,Mailed Check,50.6,1288.75,0.0,0.0,0.0,1288.75,4563
6341-JVQGF,1,Q3,True,2,31,None,True,39.34,False,True,DSL,41.0,True,False,True,True,True,True,True,True,One Year,True,Mailed Check,81.15,2545.75,0.0,0.0,1219.54,3765.29,4564
4811-JBUVU,1,Q3,False,0,30,None,True,31.97,True,True,Fiber Optic,2.0,False,False,False,True,False,True,True,True,Month-to-Month,True,Credit Card,89.9,2723.15,0.0,0.0,959.1,3682.25,4565
0945-TSONX,1,Q3,True,6,47,Offer B,True,29.15,True,True,DSL,52.0,True,True,False,True,True,True,True,False,Two Year,True,Credit Card,85.3,4107.25,0.0,130.0,1370.05,5607.3,4566
2651-ZCBXV,1,Q3,False,0,54,Offer B,True,17.76,True,True,Fiber Optic,4.0,True,True,False,True,True,True,True,True,Two Year,True,Credit Card,108.0,5760.65,0.0,0.0,959.04,6719.69,4567
3316-UWXUY,1,Q3,False,0,50,Offer B,True,40.83,False,True,Fiber Optic,21.0,True,True,False,True,False,True,True,True,Month-to-Month,True,Credit Card,93.5,4747.5,0.0,0.0,2041.5,6789.0,4568
7083-MIOPC,1,Q3,False,0,72,None,True,42.36,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.25,1566.9,0.0,0.0,3049.92,4616.82,4569
1984-GPTEH,1,Q3,False,0,29,None,True,4.53,True,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,25.15,702.0,0.0,0.0,131.37,833.37,4570
0621-JFHOL,1,Q3,False,0,10,Offer D,False,0.0,False,True,Cable,29.0,False,False,False,True,False,False,False,True,Two Year,True,Mailed Check,29.6,299.05,0.0,0.0,0.0,299.05,4571
9903-LYSAB,1,Q3,True,5,18,Offer D,True,16.78,True,True,Fiber Optic,23.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,73.15,1305.95,0.0,0.0,302.04,1607.99,4572
9227-UAQFT,1,Q3,False,0,16,Offer D,True,40.17,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Mailed Check,19.75,284.35,0.0,0.0,642.72,927.07,4573
7301-ABVAD,1,Q3,False,0,72,None,True,8.29,True,True,Cable,13.0,False,True,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,86.6,6350.5,0.0,0.0,596.88,6947.38,4574
6614-FHDBO,1,Q3,False,0,72,None,True,35.11,True,True,Fiber Optic,22.0,False,True,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,109.2,7878.3,0.0,0.0,2527.92,10406.22,4575
7576-ASEJU,1,Q3,True,10,41,Offer B,True,25.16,False,True,DSL,11.0,True,False,False,True,True,True,True,True,One Year,True,Credit Card,74.7,3187.65,0.0,0.0,1031.56,4219.21,4576
0303-UNCIP,1,Q3,False,0,41,Offer B,True,37.55,True,True,DSL,30.0,False,False,True,False,False,True,True,False,One Year,False,Mailed Check,65.0,2531.8,0.0,140.0,1539.55,4211.35,4577
0959-WHOKV,1,Q3,False,0,42,Offer B,True,6.42,True,True,Fiber Optic,48.0,True,True,True,False,False,True,True,True,One Year,True,Bank Withdrawal,99.0,4298.45,0.0,0.0,269.64,4568.09,4578
4075-JFPGR,1,Q3,True,2,51,Offer B,True,21.07,False,True,Fiber Optic,46.0,True,True,True,False,True,False,False,True,One Year,True,Bank Withdrawal,93.5,4619.55,0.0,0.0,1074.57,5694.12,4579
3282-ZISZV,1,Q3,False,0,32,None,True,37.48,True,True,DSL,15.0,False,True,True,True,True,True,True,True,One Year,False,Credit Card,83.7,2633.3,0.0,0.0,1199.36,3832.66,4580
3675-YDUPJ,1,Q3,False,0,10,Offer D,True,1.98,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Credit Card,19.85,193.05,0.0,0.0,19.8,212.85,4581
4111-BNXIF,1,Q3,True,1,67,None,False,0.0,False,True,DSL,52.0,False,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,59.55,4103.9,0.0,0.0,0.0,4103.9,4582
7017-VFHAY,1,Q3,True,3,61,Offer B,True,20.01,True,True,Fiber Optic,12.0,True,True,True,True,True,True,True,True,Two Year,False,Credit Card,115.1,7008.15,0.0,0.0,1220.61,8228.76,4583
6655-LHBYW,1,Q3,False,0,50,Offer B,True,19.8,True,True,Fiber Optic,21.0,True,True,True,True,True,True,True,False,One Year,False,Credit Card,114.35,5791.1,0.0,10.0,990.0,6791.1,4584
7605-BDWDC,1,Q3,False,0,31,None,False,0.0,False,True,DSL,10.0,True,True,False,True,False,True,True,True,Two Year,True,Bank Withdrawal,49.85,1520.1,0.0,0.0,0.0,1520.1,4585
1950-KSVVJ,1,Q3,True,1,45,Offer B,True,33.54,True,True,Fiber Optic,4.0,True,True,True,True,True,True,True,True,One Year,False,Mailed Check,113.3,5032.25,0.0,0.0,1509.3,6541.55,4586
0123-CRBRT,1,Q3,True,1,61,Offer B,True,47.19,True,True,DSL,28.0,True,True,True,True,True,True,True,True,Two Year,False,Mailed Check,88.1,5526.75,0.0,0.0,2878.59,8405.34,4587
6292-TOSSS,1,Q3,False,0,50,Offer B,True,47.16,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,24.9,1195.25,0.0,0.0,2358.0,3553.25,4588
7014-ZZXAW,1,Q3,True,1,71,None,True,8.21,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,24.25,1732.95,0.0,0.0,582.91,2315.86,4589
7633-MVPUY,1,Q3,True,1,57,Offer B,True,49.29,False,True,Cable,22.0,True,True,False,True,False,False,False,True,Two Year,True,Bank Withdrawal,59.75,3450.15,0.0,0.0,2809.53,6259.68,4590
8645-KWHJO,1,Q3,False,0,14,Offer D,False,0.0,False,True,DSL,4.0,False,False,True,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,55.0,771.95,0.0,0.0,0.0,771.95,4591
4130-MZLCC,1,Q3,False,0,5,None,True,43.02,False,True,DSL,42.0,False,True,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,50.55,244.75,0.0,0.0,215.1,459.85,4592
0314-TKOSI,1,Q3,False,0,6,Offer E,True,6.98,False,True,Cable,30.0,True,True,False,False,False,False,False,False,Month-to-Month,False,Mailed Check,55.15,322.9,0.0,0.0,41.88,364.78,4593
8229-MYEJZ,1,Q3,False,0,10,Offer D,True,45.56,False,True,DSL,17.0,False,True,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,51.2,498.25,0.0,0.0,455.6,953.85,4594
2080-SRCDE,1,Q3,False,0,1,Offer E,True,32.73,True,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Mailed Check,25.4,25.4,0.0,0.0,32.73,58.13,4595
9577-WJVCQ,1,Q3,False,0,68,None,True,5.3,True,True,DSL,59.0,True,False,False,False,False,False,False,True,Month-to-Month,False,Mailed Check,54.45,3687.75,0.0,0.0,360.4,4048.15,4596
6202-DYYFX,1,Q3,False,0,22,Offer D,True,19.72,True,True,Fiber Optic,5.0,False,False,False,False,False,False,False,True,One Year,True,Credit Card,76.0,1783.6,0.0,0.0,433.84,2217.44,4597
3808-HFKDE,1,Q3,False,0,20,Offer D,True,4.15,False,True,Cable,18.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,44.35,927.15,0.0,0.0,83.0,1010.15,4598
3727-OWVYD,1,Q3,False,0,35,None,True,38.38,False,True,DSL,82.0,True,True,True,False,False,False,False,True,One Year,False,Mailed Check,61.2,2021.2,0.0,0.0,1343.3,3364.5,4599
2294-SALNE,1,Q3,True,2,23,Offer D,True,16.63,False,True,Fiber Optic,22.0,False,True,True,True,False,False,False,False,One Year,False,Credit Card,86.8,1940.8,0.0,90.0,382.49,2413.29,4600
1563-IWQEX,1,Q3,False,0,12,None,True,18.71,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,19.7,220.35,0.0,0.0,224.52,444.87,4601
8203-XJZRC,1,Q3,False,0,1,Offer E,True,40.46,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.25,20.25,0.0,0.0,40.46,60.71,4602
6556-DBKZF,1,Q3,True,6,71,None,True,9.4,False,True,Fiber Optic,10.0,False,False,True,False,False,False,False,True,Two Year,False,Bank Withdrawal,76.05,5436.45,0.0,0.0,667.4,6103.85,4603
2985-JUUBZ,1,Q3,True,5,40,Offer B,True,13.86,True,True,DSL,75.0,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,74.55,3015.75,0.0,0.0,554.4,3570.15,4604
0895-LMRSF,1,Q3,False,0,23,None,True,46.4,False,True,Cable,23.0,False,False,False,False,True,True,True,False,One Year,True,Bank Withdrawal,64.9,1509.8,0.0,130.0,1067.2,2707.0,4605
8266-VBFQL,1,Q3,False,0,4,None,True,31.92,False,True,Fiber Optic,4.0,False,False,True,True,False,True,True,True,Month-to-Month,True,Bank Withdrawal,90.4,356.65,0.0,0.0,127.68,484.33,4606
8181-YHCMF,1,Q3,True,8,68,None,False,0.0,False,True,DSL,15.0,False,True,True,True,True,True,True,True,Two Year,False,Credit Card,60.3,4109.0,0.0,0.0,0.0,4109.0,4607
2240-HSJQD,1,Q3,False,0,38,None,True,1.27,True,True,Fiber Optic,13.0,False,True,False,False,False,False,False,True,Month-to-Month,True,Credit Card,81.85,3141.7,0.0,0.0,48.26,3189.96,4608
1248-DYXUB,1,Q3,True,1,52,Offer B,True,40.33,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,24.8,1229.1,0.0,0.0,2097.16,3326.26,4609
4115-BNPJY,1,Q3,True,7,29,None,True,32.46,False,True,DSL,7.0,False,False,True,True,True,True,True,True,Two Year,False,Credit Card,75.55,2054.4,0.0,0.0,941.34,2995.74,4610
4091-TVOCN,1,Q3,False,0,48,Offer B,True,2.53,True,True,Cable,6.0,True,False,True,False,True,True,True,False,One Year,True,Credit Card,78.75,3682.45,0.0,40.0,121.44,3843.89,4611
1098-TDVUQ,1,Q3,False,0,1,Offer E,True,9.44,False,False,None,0.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,19.25,19.25,0.0,0.0,9.44,28.69,4612
7277-OZCGZ,1,Q3,False,0,22,None,True,6.0,False,True,Fiber Optic,8.0,True,False,False,True,False,True,True,True,Month-to-Month,True,Bank Withdrawal,89.05,1886.25,0.0,0.0,132.0,2018.25,4613
1557-EMYVT,1,Q3,False,0,43,Offer B,True,24.85,True,True,Fiber Optic,26.0,True,True,True,True,True,True,True,True,Two Year,False,Credit Card,115.05,4895.1,10.76,0.0,1068.55,5952.89,4614
5027-YOCXN,1,Q3,True,6,51,None,True,26.73,True,True,Fiber Optic,41.0,True,True,False,True,True,True,True,True,One Year,False,Credit Card,110.05,5686.4,20.28,0.0,1363.23,7029.35,4615
3973-SKMLN,1,Q3,False,0,71,None,True,22.22,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,19.9,1355.1,42.18,0.0,1577.62,2890.54,4616
6745-JEFZB,1,Q3,True,2,35,None,True,23.85,True,True,Fiber Optic,10.0,False,False,False,True,True,False,False,False,Month-to-Month,True,Credit Card,91.5,3236.35,40.79,90.0,834.75,4120.31,4617
9880-TDQAC,1,Q3,True,3,72,None,False,0.0,False,True,DSL,16.0,False,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,60.0,4264.0,25.67,0.0,0.0,4238.33,4618
8705-WZCYL,1,Q3,False,0,1,Offer E,True,27.46,False,True,DSL,26.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,44.8,44.8,0.0,0.0,27.46,72.26,4619
7102-JJVTX,1,Q3,True,9,9,Offer E,True,30.07,False,True,DSL,30.0,True,False,False,False,False,False,False,True,One Year,False,Credit Card,48.6,422.3,20.45,0.0,270.63,672.48,4620
8626-PTQGE,1,Q3,False,0,69,None,False,0.0,False,True,Cable,18.0,True,True,False,True,True,True,True,True,Two Year,True,Bank Withdrawal,60.05,4176.7,41.21,0.0,0.0,4135.49,4621
4983-CLMLV,1,Q3,False,0,52,None,True,44.34,True,True,Fiber Optic,71.0,False,True,False,True,True,True,True,True,Month-to-Month,True,Credit Card,102.7,5138.1,0.0,0.0,2305.68,7443.78,4622
9385-EHGDO,1,Q3,True,5,35,None,True,9.04,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,19.85,739.35,2.29,0.0,316.4,1053.46,4623
9498-FIMXL,1,Q3,False,0,8,Offer E,True,31.02,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,True,Credit Card,19.2,161.95,0.0,0.0,248.16,410.11,4624
